BoroCode,BoroName,created_datetime,dataset,geometry,id,location.adminArea1,location.adminArea1Type,location.adminArea3,location.adminArea3Type,location.adminArea4,location.adminArea4Type,location.adminArea5,location.adminArea5Type,location.displayLatLng.lat,location.displayLatLng.lng,location.dragPoint,location.geocodeQuality,location.geocodeQualityCode,location.latLng.lat,location.latLng.lng,location.linkId,location.mapUrl,location.postalCode,location.sideOfStreet,location.street,location.type,location_type,reason,submission_sets.support.length,submission_sets.support.url,submitter,submitter.avatar_url,submitter.id,submitter.name,submitter.username,submitter_name,updated_datetime,url,user_token,visible
3,Brooklyn,2014-11-07T17:21:18.214854+00:00,568,POINT (-74.0109070000000031 40.6788200000000018),277323,US,Country,NY,State,Kings County,County,New York City,City,40.678739,-74.01099,False,ADDRESS,L1AAA,40.67882,-74.010907,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.67881954567787,-74.01090681552887,0,0|&center=40.67881954567787,-74.01090681552887&zoom=15&rand=-2122290385",11231,N,291 Van Brunt Street,s,suggestion,Start of restaurant row,,,,,,,,Adam Johnson,2014-11-07T17:21:20.058302+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277323,session:bfe05ff29debe12c69b5827cd9872c4b,True
3,Brooklyn,2014-11-07T17:05:35.097632+00:00,568,POINT (-73.9569840000000056 40.6741370000000018),277318,US,Country,NY,State,Kings County,County,New York City,City,40.674087,-73.957052,False,ADDRESS,L1AAA,40.674137,-73.956984,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.674136834250746,-73.95698368549347,0,0|&center=40.674136834250746,-73.95698368549347&zoom=15&rand=-191924122",11238,N,638 Park Place,s,suggestion,"Close to Shuttle, 2/3/4/5, and bustling Franklin Ave. ",,,,,,,,Aaron,2014-11-07T17:05:35.936526+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277318,session:6eaaebd52605d0a5bc370c2e03049347,True
1,Manhattan,2014-11-07T15:51:47.748121+00:00,568,POINT (-73.9820890000000020 40.7776670000000010),277263,US,Country,NY,State,New York County,County,New York City,City,40.77753,-73.981796,False,ADDRESS,L1AAA,40.777667,-73.982089,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.77766748479454,-73.98208916187286,0,0|&center=40.77766748479454,-73.98208916187286&zoom=15&rand=608012351",10023,N,2054 Broadway,s,suggestion,"nearby but not on top of major subway transit hub at 72.  Original plan was supposed to have bikes up to 79th street, and they have been missed!  It's a frustrating walk to 59th only to find out they are out of bikes when you get there.",,,,,,,,Paul,2014-11-07T15:51:48.861444+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277263,session:7043f63df88c1ba48ff50b1bf3245eb8,True
4,Queens,2014-11-07T15:41:31.830041+00:00,568,POINT (-73.9184510000000046 40.7584850000000003),277258,US,Country,NY,State,Queens County,County,New York City,City,40.75854,-73.918634,False,ADDRESS,L1AAA,40.758485,-73.918451,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.75848502054755,-73.91845107078552,0,0|&center=40.75848502054755,-73.91845107078552&zoom=15&rand=-945274798",11103,N,4020 Broadway,s,suggestion,"It is very close to the Broadway/Steinway MTA stop, it is central to this part of Astoria, and there is already a large amount of available sidewalk space allocated for a large bike rack which is very under-used.",,,,,,,,Jake DeGroot,2014-11-07T15:41:38.029723+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277258,session:6f8c636b73dabde3b76f2ae5ed5a3c54,True
1,Manhattan,2014-11-07T05:21:04.010142+00:00,568,POINT (-73.9480729999999937 40.8168870000000013),277186,US,Country,NY,State,New York County,County,New York City,City,40.816946,-73.947954,False,ADDRESS,L1AAA,40.816887,-73.948073,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.81688663388094,-73.948073387146,0,0|&center=40.81688663388094,-73.948073387146&zoom=15&rand=-1977150199",10040,N,Saint Nicholas Avenue,s,suggestion,it would encourage and allow the neighborhood to use alternative modes of transportation. Plus there's a beautiful bike lane that runs down St. Nicholas to Central Park that appears to be highly under used. Citi Bikes can change that.,,,,,,,,Tate Obayashi,2014-11-07T05:21:04.930453+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277186,session:79808c4f42fec06c2cad884a41bfb27a,True
4,Queens,2014-11-07T00:47:18.604079+00:00,568,POINT (-73.9105220000000003 40.7759920000000022),277149,US,Country,NY,State,Queens County,County,New York City,City,40.775856,-73.910547,False,ADDRESS,L1AAA,40.775992,-73.910522,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.775991804565585,-73.9105224609375,0,0|&center=40.775991804565585,-73.9105224609375&zoom=15&rand=1913629288",11105,N,31-04 Ditmars Boulevard,s,suggestion,It is close to the last stop of N-Q lines and also would cover a big area with no subway access and just two bus routes.,,,,,,,,Maria Guzman,2014-11-07T00:47:19.505281+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277149,session:08596140ad802daf5c2abbcdfdc67764,True
3,Brooklyn,2014-11-06T20:52:44.243050+00:00,568,POINT (-73.9638819999999981 40.6718540000000033),276970,US,Country,NY,State,Kings County,County,New York City,City,40.672374,-73.9638,False,ADDRESS,L1AAA,40.671854,-73.963882,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.671854350900134,-73.96388232707977,0,0|&center=40.671854350900134,-73.96388232707977&zoom=15&rand=231608688",11238,N,159 Eastern Parkway,s,suggestion,"There are always tons of people around and lots already ride bikes!  I commute by bike from here most days.  Sometimes I ride my own bike, but on days I decide to take Citibike, I have to walk nearly 15 minutes to get to the nearest dock!  ",,,,,,,,Caitlin Dean,2014-11-06T20:52:44.976953+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276970,session:4c7f276b85ffe3add2457fd61b0e5af9,True
3,Brooklyn,2014-11-06T19:32:51.960409+00:00,568,POINT (-73.9356386662000062 40.5771581476999970),276923,,,,,,,,,,,,,,,,,,,,,,suggestion,"1701 Oriental Boulevard
Kingsborogh Comunity College
Brighton train station",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276923/support,,,,,,rosey,2014-11-06T19:32:52.584474+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276923,session:5f17c88493593246e9f4030c41f3c55c,True
3,Brooklyn,2014-11-06T19:29:32.184035+00:00,568,POINT (-73.9376180000000005 40.5782910000000001),276916,US,Country,NY,State,Kings County,County,New York City,City,40.578591,-73.937606,False,ADDRESS,L1AAA,40.578291,-73.937618,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.57829083250525,-73.93761813640594,0,0|&center=40.57829083250525,-73.93761813640594&zoom=15&rand=-2014667520",11235,N,1701 Oriental Boulevard,s,suggestion,The location is heavily trafficked in the mornings and afternoons to the point of entirely filling up the buses over capacity.,,,,,,,,Jaraad Burgos,2014-11-06T19:29:33.342221+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276916,session:7c2c81c49669d1f2708a0034d26b3a71,True
,,2014-11-06T18:44:22.425529+00:00,568,POINT (-73.9355639999999994 40.5750559999999965),276852,US,Country,NY,State,Kings County,County,New York City,City,40.57572,-73.933883,False,ADDRESS,L1AAA,40.575056000000004,-73.935564,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.575055703605855,-73.93556356430054,0,0|&center=40.575055703605855,-73.93556356430054&zoom=15&rand=76694517",11235,N,John Berry Boulevard,s,suggestion,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276852/support,,,,,,Hello~,2014-11-06T18:44:22.454373+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276852,session:8e0da98eabe789ef27a1056496bb0366,True
1,Manhattan,2014-11-06T16:32:15.741505+00:00,568,POINT (-73.9515980000000042 40.8119939999999986),276728,US,Country,NY,State,New York County,County,New York City,City,40.812199,-73.951671,False,ADDRESS,L1AAA,40.811994,-73.951598,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.811994388881516,-73.95159780979156,0,0|&center=40.811994388881516,-73.95159780979156&zoom=15&rand=2019655525",10035; 10027,N,West 127th Street,s,suggestion,Right by ABCD 127th Train Entrance,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276728/support,,,,,,Marco,2014-11-06T16:32:16.812500+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276728,session:eb498205bb2fdca01bb8fa8a840f56df,True
3,Brooklyn,2014-11-06T16:24:58.754616+00:00,568,POINT (-73.9376180000000005 40.5782889999999981),276718,US,Country,NY,State,Kings County,County,New York City,City,40.578591,-73.937606,False,ADDRESS,L1AAA,40.578289,-73.937618,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.57828879531965,-73.93761813640594,0,0|&center=40.57828879531965,-73.93761813640594&zoom=15&rand=-1611505547",11235,N,1701 Oriental Boulevard,s,suggestion,"Over 40,000 Students Faculty and Staff come to Kingsborough Community College and the only two buses that come here are the overcrowded B1 and B49.",30,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276718/support,,https://scontent-b.xx.fbcdn.net/hprofile-xpa1/v/l/t1.0-1/c11.0.100.100/p100x100/994179_10152221531151851_5757011156693190846_n.jpg?oh=6613431f04b2b40485491ca72d3abea8&oe=54DD409F,1790,Ari Nagel,AriNagel,,2014-11-06T16:25:02.955667+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276718,user:1790,True
,,2014-11-06T16:24:08.558429+00:00,568,POINT (-73.9376180000000005 40.5782889999999981),276717,US,Country,NY,State,Kings County,County,New York City,City,40.578591,-73.937606,False,ADDRESS,L1AAA,40.578289,-73.937618,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.57828879531965,-73.93761813640594,0,0|&center=40.57828879531965,-73.93761813640594&zoom=15&rand=-1611505547",11235,N,1701 Oriental Boulevard,s,suggestion,"Over 40,000 Students Faculty and Staff come to Kingsborough Community College and the only two buses that come here are the overcrowded B1 and B49.",6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276717/support,,https://scontent-b.xx.fbcdn.net/hprofile-xpa1/v/l/t1.0-1/c11.0.100.100/p100x100/994179_10152221531151851_5757011156693190846_n.jpg?oh=6613431f04b2b40485491ca72d3abea8&oe=54DD409F,1790,Ari Nagel,AriNagel,,2014-11-06T16:24:08.569653+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276717,user:1790,True
1,Manhattan,2014-11-06T14:50:26.960902+00:00,568,POINT (-73.9540060000000068 40.7585219999999993),276675,US,Country,NY,State,New York County,County,New York City,City,40.758271,-73.953621,False,ADDRESS,L1AAA,40.758522,-73.954006,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.7585215909273,-73.95400643348694,0,0|&center=40.7585215909273,-73.95400643348694&zoom=15&rand=1290022255",10044,N,415 Main Street,s,suggestion,"This is the ""town square"" of Roosevelt Island ,, a great location to engage with community!",,,,,,,,bikeadelic,2014-11-06T14:50:27.950366+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276675,session:f55009e6b7f738e385ccdf6a6c4d36c8,True
3,Brooklyn,2014-11-06T03:12:22.300637+00:00,568,POINT (-73.9727440000000058 40.6775829999999985),276616,US,Country,NY,State,Kings County,County,New York City,City,40.67772,-73.972561,False,ADDRESS,L1AAA,40.677583,-73.972744,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.677582788524305,-73.97274434566498,0,0|&center=40.677582788524305,-73.97274434566498&zoom=15&rand=24630584",11217,N,337 Flatbush Avenue,s,suggestion,Flatbush and 7th is a major intersection with lots of foot traffic,,,,,,,,Kristina,2014-11-06T03:12:23.300052+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276616,session:122abba375c53ea160b33dc4089dc061,True
1,Manhattan,2014-11-05T23:28:11.207320+00:00,568,POINT (-74.0000869999999935 40.7481750000000034),276604,US,Country,NY,State,New York County,County,New York City,City,40.748277,-74.000236,False,ADDRESS,L1AAA,40.748175,-74.000087,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.74817543467668,-74.00008678436278,0,0|&center=40.74817543467668,-74.00008678436278&zoom=15&rand=-1873572925",10001,N,263 9th Avenue,s,suggestion,It fills a hole in the grid and could be done easily on an existing bike path (like the one on 22nd and 9th),1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276604/support,,,,,,Joe Bambury,2014-11-05T23:28:11.843417+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276604,session:7a0f3d6bd57b8da10ba75e0416b72814,True
1,Manhattan,2014-11-05T22:57:28.887041+00:00,568,POINT (-73.9714969999999994 40.7454460000000012),276600,US,Country,NY,State,New York County,County,New York City,City,40.745732,-73.971092,False,ADDRESS,L1AAA,40.745446,-73.971497,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.74544639813623,-73.97149711847305,0,0|&center=40.74544639813623,-73.97149711847305&zoom=15&rand=-1097233367",10016,N,East 38th Street,s,suggestion,Condo owners really like bikes,,,,,,,,Martin,2014-11-05T22:57:29.982350+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276600,session:5174e2c603e278b34abf567b888f498c,True
4,Queens,2014-11-05T22:20:22.562636+00:00,568,POINT (-73.8493140000000068 40.7520480000000020),276597,US,Country,NY,State,Queens County,County,New York City,City,40.751876,-73.84933,False,ADDRESS,L1AAA,40.752048,-73.849314,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.7520483203424,-73.84931445121764,0,0|&center=40.7520483203424,-73.84931445121764&zoom=15&rand=-1684454302",11368,N,117-02 Roosevelt Avenue,s,suggestion,Built-in year-round demand from Parks Dept employees at the Olmsted Center (117-02 Roosevelt Avenue),,,,,,,,Victor Ortega,2014-11-05T22:20:24.377062+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276597,session:b8493644a09c4b81de6d29a761b87d77,True
1,Manhattan,2014-11-05T16:54:44.792810+00:00,568,POINT (-73.9568979999999954 40.8156279999999967),276415,US,Country,NY,State,New York County,County,New York City,City,40.815384,-73.956956,False,ADDRESS,L1AAA,40.815628,-73.956898,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.815628082496914,-73.95689785480499,0,0|&center=40.815628082496914,-73.95689785480499&zoom=15&rand=373543118",10027,N,540 West 126th Street,s,suggestion,"A big wide sidewalk here, next to housing and a health center.  126th is a great street to bike on also.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276415/support,,,,,,S,2014-11-05T16:54:45.406875+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276415,session:d2c5d779e259f9aa4bf99b9e85fcc80f,True
1,Manhattan,2014-11-05T16:52:21.606831+00:00,568,POINT (-73.9496879999999948 40.8140730000000005),276411,US,Country,NY,State,New York County,County,New York City,City,40.813897,-73.949452,False,ADDRESS,L1AAA,40.814073,-73.949688,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.81407312958913,-73.94968807697295,0,0|&center=40.81407312958913,-73.94968807697295&zoom=15&rand=541354411",10027,N,410 Saint Nicholas Avenue,s,suggestion,Alongside a park and a bike lane.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276411/support,,,,,,R,2014-11-05T16:52:22.958597+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276411,session:d2c5d779e259f9aa4bf99b9e85fcc80f,True
1,Manhattan,2014-11-05T16:51:03.995304+00:00,568,POINT (-74.0064109999999999 40.7270960000000031),276410,US,Country,NY,State,New York County,County,New York City,City,40.727387,-74.005962,False,ADDRESS,L1AAA,40.727096,-74.006411,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.727096155848784,-74.0064114332199,0,0|&center=40.727096155848784,-74.0064114332199&zoom=15&rand=-254645090",10014,N,175 Varick Street,s,suggestion,Lots of people commuting to this area and the houston street dock is always full in the am/empty in the pm,,,,,,,,Olivia,2014-11-05T16:51:04.527363+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276410,session:b1c1f0ed8f7145ac3d9ae3518b377064,True
1,Manhattan,2014-11-05T16:43:43.106417+00:00,568,POINT (-73.9549240000000054 40.7849530000000016),276394,US,Country,NY,State,New York County,County,New York City,City,40.784834,-73.954994,False,ADDRESS,L1AAA,40.784953,-73.954924,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.78495264791242,-73.95492374897003,0,0|&center=40.78495264791242,-73.95492374897003&zoom=15&rand=-1806611595",10128,N,60 East 93rd Street,s,suggestion,Reduce traffic near school,,,,,,,,Ben H,2014-11-05T16:43:43.581359+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276394,session:f3707f1c34b42d4109f1ffec3b544f4d,True
1,Manhattan,2014-11-05T16:43:08.386056+00:00,568,POINT (-73.9886070000000018 40.7584850000000003),276393,US,Country,NY,State,New York County,County,New York City,City,40.758713,-73.988298,False,ADDRESS,L1AAA,40.758485,-73.988607,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.75848502054755,-73.98860692977905,0,0|&center=40.75848502054755,-73.98860692977905&zoom=15&rand=289362495",10036,N,700 8th Avenue,s,suggestion,"good location, right near crosstown bike lanes",3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276393/support,,,,,,trader bro,2014-11-05T16:43:08.924702+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276393,session:c42cd5c27a960aada0ba038d5c46c9db,True
1,Manhattan,2014-11-05T16:41:27.550650+00:00,568,POINT (-73.9925230000000056 40.7574940000000012),276389,US,Country,NY,State,New York County,County,New York City,City,40.757847,-73.99223,False,ADDRESS,L1AAA,40.757494,-73.992523,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.75749354925174,-73.9925229549408,0,0|&center=40.75749354925174,-73.9925229549408&zoom=15&rand=403832133",10036,N,350 West 42nd Street,s,suggestion,would be a perfect place to add bikes,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276389/support,,,,,,NYC guy,2014-11-05T16:41:28.043956+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276389,session:c42cd5c27a960aada0ba038d5c46c9db,True
1,Manhattan,2014-11-05T16:40:42.463041+00:00,568,POINT (-73.9902699999999953 40.7566160000000011),276386,US,Country,NY,State,New York County,County,New York City,City,40.756642,-73.990452,False,ADDRESS,L1AAA,40.756616,-73.99027,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.75661584101113,-73.99026989936829,0,0|&center=40.75661584101113,-73.99026989936829&zoom=15&rand=-1401440355",10036,N,301 West 41st Street,s,suggestion,"this area of the sidewalks are not used, and the PA desperately needs more bike racks",3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276386/support,,,,,,joe,2014-11-05T16:40:43.032831+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276386,session:c42cd5c27a960aada0ba038d5c46c9db,True
,,2014-11-05T16:39:48.852393+00:00,568,POINT (-73.9904520000000048 40.7566240000000022),276385,US,Country,NY,State,New York County,County,New York City,City,40.756642,-73.990452,False,ADDRESS,L1AAA,40.756624,-73.990452,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.75662396799245,-73.9904522895813,0,0|&center=40.75662396799245,-73.9904522895813&zoom=15&rand=145929421",10036,N,301 West 41st Street,s,suggestion,"this area of the sidewalks are not used, and the PA desperately needs more bike racks",2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276385/support,,,,,,joe,2014-11-05T16:39:48.955259+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276385,session:c42cd5c27a960aada0ba038d5c46c9db,True
4,Queens,2014-11-05T15:10:34.760754+00:00,568,POINT (-73.9186820000000040 40.7431460000000030),276298,US,Country,NY,State,Queens County,County,New York City,City,40.742769,-73.918542,False,ADDRESS,L1AAA,40.743146,-73.918682,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.743146036127726,-73.9186817407608,0,0|&center=40.743146036127726,-73.9186817407608&zoom=15&rand=-1183683392",11377,N,46-02 Queens Boulevard,s,suggestion,"It is the central hub of the Sunnyside community, which is rapidly becoming a young professionals neighborhood. It also happens to be in a pedestrian zone which is currently used for parking, and right by the subway station.  ",,,,,,,,Tiffany,2014-11-05T15:10:35.677242+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276298,session:5408d9fc7a8f9ca787e62fcee1cbfadb,True
4,Queens,2014-11-05T15:01:06.502632+00:00,568,POINT (-73.9217019999999962 40.7469639999999984),276297,US,Country,NY,State,Queens County,County,New York City,City,40.74668,-73.921543,False,ADDRESS,L1AAA,40.746964,-73.921702,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.746964349631725,-73.92170190811157,0,0|&center=40.746964349631725,-73.92170190811157&zoom=15&rand=-1889725506",11104,N,41-07 42nd Street,s,suggestion,On 43rd Skillman Ave and 42nd St in Sunnyside Queens. There is a bike lane on Skillman and 43rd making it easy to get out of the area by bike. Skillman traffic is minimal so they would not get too in the way. ,,,,,,,,Elizabeth,2014-11-05T15:01:07.502087+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276297,session:cb262a577b14652e7fd812e350a6e88d,True
3,Brooklyn,2014-11-05T04:56:01.234449+00:00,568,POINT (-73.9831350000000043 40.6650959999999984),276261,US,Country,NY,State,Kings County,County,New York City,City,40.66525,-73.983137,False,ADDRESS,L1AAA,40.665096,-73.983135,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.66509595186015,-73.98313522338867,0,0|&center=40.66509595186015,-73.98313522338867&zoom=15&rand=556387041",11215,N,390 7th Avenue,s,suggestion,"Close to subway, and prime south slope ",,,,,,,,Zoheb,2014-11-05T04:56:01.960753+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276261,session:86187366c802bd131de6cbfa3a7581fe,True
4,Queens,2014-11-05T03:07:23.275005+00:00,568,POINT (-73.7820770000000010 40.6438849999999974),276231,US,Country,NY,State,Queens County,County,New York City,City,40.643699,-73.783656,False,ADDRESS,L1AAA,40.643885,-73.782077,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.64388453626025,-73.78207683563232,0,0|&center=40.64388453626025,-73.78207683563232&zoom=15&rand=-594544859",11430,N,Terminal 4 departures,s,suggestion,,,,,http://pbs.twimg.com/profile_images/514940335282069504/doLXbhGi_bigger.jpeg,1786,Flyguy54,lcz110,,2014-11-05T03:07:23.993470+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276231,user:1786,True
4,Queens,2014-11-05T03:06:47.158433+00:00,568,POINT (-73.8716199999999930 40.7721889999999973),276230,US,Country,NY,State,Queens County,County,New York City,City,40.774055,-73.872256,False,ADDRESS,L1AAA,40.772189,-73.87162000000001,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.7721893770263,-73.8716197013855,0,0|&center=40.7721893770263,-73.8716197013855&zoom=15&rand=-1757148766",11369,N,Buses,s,suggestion,we can bike from the city to the airport,,,,http://pbs.twimg.com/profile_images/514940335282069504/doLXbhGi_bigger.jpeg,1786,Flyguy54,lcz110,,2014-11-05T03:06:48.144776+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276230,user:1786,True
1,Manhattan,2014-11-05T03:04:43.553808+00:00,568,POINT (-73.9589469999999949 40.7715719999999990),276222,US,Country,NY,State,New York County,County,New York City,City,40.77152,-73.958993,False,ADDRESS,L1AAA,40.771572,-73.958947,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.77157186825386,-73.95894706249237,0,0|&center=40.77157186825386,-73.95894706249237&zoom=15&rand=-188866277",10021,N,200 East 75th Street,s,suggestion,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276222/support,,http://pbs.twimg.com/profile_images/514940335282069504/doLXbhGi_bigger.jpeg,1786,Flyguy54,lcz110,,2014-11-05T03:04:44.306329+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/276222,user:1786,True
